id,tokens,intent
4404,great now what i want to find out is on april twentieth from washington to denver do you have a flight least expensive fare around 5 o'clock in the morning,"AskFlight, AskFlightWithCost"
1803,tell me which airlines have flights from pittsburgh to san francisco on monday september second,AskFlight
3521,what are the delta flights from dallas to boston,"AskFlight, AskFlightWithAirline"
140,show me the united flights from bwi to denver,"AskFlight, AskFlightWithAirline"
2240,what american airlines flights from phoenix to milwaukee depart phoenix after 6 pm on wednesday,"AskFlight, AskFlightWithAirline"
3115,which flights on northwest airline leave detroit and arrive at st. petersburg,"AskFlight, AskFlightWithAirline"
2733,what is the fare for a one way flight from boston to atlanta,"AskFlight, AskFlightWithCost"
5091,how much does it cost to fly from columbus to st. louis round trip on twa,"AskFlight, AskFlightWithCost, AskFlightWithAirline"
3967,i would like flights leaving from milwaukee to orlando,AskFlight
3068,does american airlines fly from pittsburgh to atlanta,"AskFlight, AskFlightWithAirline"
5204,what is the latest flight from philadelphia to boston,AskFlight
4403,what's the price of the least expensive first class round trip ticket on us air from cleveland to miami,"AskFlight, AskFlightWithCost, AskFlightWithAirline"
5023,all flights leaving washington dc to san francisco that are first class,AskFlight
513,show me the flights on american airlines which go from st. petersburg to ontario california by way of st. louis,"AskFlight, AskFlightWithAirline"
4,show me all flights from denver to pittsburgh which serve a meal for the day after tomorrow,AskFlight
296,all flights and fares from dallas,"AskFlight, AskFlightWithCost"
1898,what is the round trip first class fare on united from boston to san francisco,"AskFlight, AskFlightWithCost, AskFlightWithAirline"
768,give me the least expensive first class round trip ticket on us air from cleveland to miami,"AskFlight, AskFlightWithCost, AskFlightWithAirline"
1898,what is the round trip first class fare on united from boston to san francisco,"AskFlight, AskFlightWithCost, AskFlightWithAirline"
4515,from las vegas to new york a nonstop twa and fare,"AskFlight, AskFlightWithCost, AskFlightWithAirline"
2797,could you please give me a one way fare from pittsburgh to atlanta,"AskFlight, AskFlightWithCost"
3170,flights from dallas to houston in the morning,AskFlight
3405,list flights from las vegas to denver,AskFlight
5423,show me all flights from indianapolis to montreal,AskFlight
641,are there any nonstop flights leaving from dallas to baltimore july seventh with who united airlines,"AskFlight, AskFlightWithAirline"
3100,does american airlines fly from philadelphia to dallas,"AskFlight, AskFlightWithAirline"
5215,cheapest airfare from orlando to tacoma,"AskFlight, AskFlightWithCost"
1559,tell me about flights on american airlines from dallas to san francisco on june twenty ninth,"AskFlight, AskFlightWithAirline"
4244,show me flights from dallas to atlanta,AskFlight
,show me fares less than 430 dollars for flights from baltimore to dallas,"AskFlight, AskFlightWithCost"
3880,i'd like to see all the flights with their fares from denver to atlanta,AskFlight
4714,flights from chicago to denver on continental on saturday morning,"AskFlight, AskFlightWithAirline"
4441,morning flights out of san francisco arriving boston afternoon,AskFlight
1634,how much is the 718 am flight from las vegas to new york twa,"AskFlight, AskFlightWithCost, AskFlightWithAirline"
3432,show me the flights from san francisco to pittsburgh on tuesday,AskFlight
2801,show me flights from milwaukee to orlando one way,AskFlight
2984,flights from newark to tampa on friday on us air,"AskFlight, AskFlightWithAirline"
3063,what are the evening flights flying out of dallas and going to san francisco on american airlines,"AskFlight, AskFlightWithAirline"
1926,what are the first class fares from boston to pittsburgh on thursday,"AskFlight, AskFlightWithCost"
3284,i need a flight from san francisco to milwaukee on monday morning,AskFlight
4733,morning flights from pittsburgh to atlanta on wednesday,AskFlight
1209,is there a plane from boston to washington,AskFlight
2629,what is the lowest fare from denver to atlanta,"AskFlight, AskFlightWithCost"
2146,what are all flights from san francisco to philadelphia with stops in pittsburgh,AskFlight
2691,what flights leave atlanta at about 3 in the afternoon and arrive in san francisco,AskFlight
5240,show me the fares on all flights round trip from pittsburgh to oakland,"AskFlight, AskFlightWithCost"
1277,i need a flight tomorrow from columbus to minneapolis,AskFlight
5264,please give me fares from denver to philadelphia,"AskFlight, AskFlightWithCost"
555,i need the cheapest direct flight from atlanta to denver leaving on may seventh,"AskFlight, AskFlightWithCost"
2914,list the fares of midway airlines flights from boston to philadelphia,"AskFlight, AskFlightWithCost, AskFlightWithAirline"
2929,how much is a flight from washington to boston,"AskFlight, AskFlightWithCost"
798,what is the least expensive flight today from atlanta to san francisco,"AskFlight, AskFlightWithCost"
3891,please list the flights from denver to phoenix,AskFlight
1637,i want a flight on twa from boston to denver,"AskFlight, AskFlightWithAirline"
1043,i would like a nonstop flight from st. petersburg to charlotte leaving in the afternoon,AskFlight
5237,find travel arrangements for a round trip flight from baltimore to pittsburgh,AskFlight
1898,what is the round trip first class fare on united from boston to san francisco,"AskFlight, AskFlightWithCost, AskFlightWithAirline"
2799,show me round trip fares from pittsburgh to philadelphia,"AskFlight, AskFlightWithCost"
2622,show me the cheapest flights from baltimore to dallas,"AskFlight, AskFlightWithCost"
565,i would like to fly us air from orlando to cleveland in the late evening what do you have available,"AskFlight, AskFlightWithAirline"
3989,show me all flights from indianapolis,AskFlight
3052,i'd like a united airlines flight on wednesday from san francisco to boston,"AskFlight, AskFlightWithAirline"
1923,how much is a round trip first class fare between boston and washington,"AskFlight, AskFlightWithCost"
806,show me the lowest price from dallas to baltimore,"AskFlight, AskFlightWithCost"
2776,what is the price of a one way fare from boston to denver on continental airlines,"AskFlight, AskFlightWithCost, AskFlightWithAirline"
2937,how much does it cost to fly on american from dallas to baltimore,"AskFlight, AskFlightWithCost, AskFlightWithAirline"
4403,what's the price of the least expensive first class round trip ticket on us air from cleveland to miami,"AskFlight, AskFlightWithCost, AskFlightWithAirline"
540,show me the direct flights from charlotte to minneapolis on tuesday morning,AskFlight
1184,what kind of aircraft is used on the first class american airlines flight from philadelphia to san francisco stopping in dallas,"AskFlight, AskFlightWithAirline"
2479,what is the earliest flight that goes from atlanta to washington on thursday,AskFlight
5479,list flights from Cleveland .,AskFlight
1916,what is the first class fare from baltimore to dallas,"AskFlight, AskFlightWithCost"
4210,list all flights departing from seattle,AskFlight
,list flights on united airlines from san diego to toronto under 630 dollars,"AskFlight, AskFlightWithCost, AskFlightWithAirline"
2372,show me the flights before 8 am on august second from boston to denver on delta,"AskFlight, AskFlightWithAirline"
1882,how much is a first class round trip from atlanta to san francisco,"AskFlight, AskFlightWithCost"
3066,information on american airlines flight from washington to philadelphia,"AskFlight, AskFlightWithAirline"
5006,could you please find me a nonstop flight from atlanta to baltimore on a boeing 757 arriving at 7 pm,AskFlight
3512,are there delta flights leaving denver,"AskFlight, AskFlightWithAirline"
3856,i want to find a flight from boston to atlanta,AskFlight
4644,can you show me the cheapest round trip flights between denver and pittsburgh,"AskFlight, AskFlightWithCost"
4504,what is the cheapest first class fare from cleveland to miami on us air on february twenty fourth,"AskFlight, AskFlightWithCost, AskFlightWithAirline"
,please give me the cheapest fare from denver,"AskFlight, AskFlightWithCost"
593,give me a combination of continental flights from chicago to seattle that have meals early saturday morning,"AskFlight, AskFlightWithAirline"
4982,list lowest cost flight from dallas to baltimore,"AskFlight, AskFlightWithCost"
,one way fare from new york to san francisco by continental,"AskFlight, AskFlightWithCost, AskFlightWithAirline"
1645,what's the cheapest round trip flight on twa from columbus to st. paul,"AskFlight, AskFlightWithCost, AskFlightWithAirline"
2628,what is the cheapest flight from atlanta to pittsburgh one way,"AskFlight, AskFlightWithCost"
4014,show me all flights from philadelphia to baltimore,AskFlight
1989,give me the round trip coach fare from baltimore to dallas,"AskFlight, AskFlightWithCost"
3533,list all flights on continental leaving denver,"AskFlight, AskFlightWithAirline"
5438,what flights are available between Chicago and Indianapolis next wednesday between eleven a.m. and one p.m .,AskFlight
1291,is there a flight tomorrow morning from columbus to nashville,AskFlight
1964,what are the round trip fares for flights from denver to philadelphia arriving after 1700 on continental,"AskFlight, AskFlightWithCost, AskFlightWithAirline"
3055,on continental airlines any class service from san francisco to pittsburgh,"AskFlight, AskFlightWithAirline"
655,list the flights arriving in boston from atlanta on august fifth,AskFlight
2991,give me american airlines flights from milwaukee to phoenix on saturday and on sunday,"AskFlight, AskFlightWithAirline"
2999,okay let's see do you have a flight on delta airline from atlanta to boston,"AskFlight, AskFlightWithAirline"
5439,please book a one way coach fare from Chicago to Indianapolis on United flight two ninety two next wednesday .,AskFlight
,one way fare from new york to san francisco by continental,"AskFlight, AskFlightWithCost, AskFlightWithAirline"
192,the cheapest flights between boston and philadelphia which arrive between 3 and 5 o'clock on tuesday,"AskFlight, AskFlightWithCost"
3092,show me us air flights from san francisco to pittsburgh on tuesday,"AskFlight, AskFlightWithAirline"
5273,list the flight from philadelphia to san francisco on american airlines,"AskFlight, AskFlightWithAirline"
3012,does american airline fly from denver to pittsburgh,"AskFlight, AskFlightWithAirline"
2542,show me the one way flight from detroit to westchester county with the highest fare,"AskFlight, AskFlightWithCost"
5130,show business class fares on us air from boston to toronto,"AskFlight, AskFlightWithCost, AskFlightWithAirline"
2608,what is the cheapest one way flight from atlanta to boston,"AskFlight, AskFlightWithCost"
3035,show flights from pittsburgh to oakland on us airlines with fare information,"AskFlight, AskFlightWithCost, AskFlightWithAirline"
4256,i'd like to know if you have any flights from denver to philadelphia,AskFlight
4900,what are the fares for flights between atlanta and dfw provided by american airlines,"AskFlight, AskFlightWithCost, AskFlightWithAirline"
1716,i would like to fly from dallas to san francisco on saturday and arrive in san francisco before 4 pm,AskFlight
3158,show me flights from pittsburgh to los angeles thursday evening,AskFlight
2497,what is the earliest flight from boston to san francisco on american airlines,"AskFlight, AskFlightWithAirline"
213,what are the fares for flights between atlanta and dfw provided by delta airlines,"AskFlight, AskFlightWithCost, AskFlightWithAirline"
5225,i want to fly from nashville to seattle and i want the cheapest fare round trip,"AskFlight, AskFlightWithCost"
2173,show me the flights from boston to san francisco that stop in atlanta,AskFlight
1606,i would like to fly on twa from baltimore to san francisco,"AskFlight, AskFlightWithAirline"
5353,what flights from montreal to las vegas on saturday,AskFlight
4683,on april first i need a flight going from phoenix to san diego,AskFlight
3047,show all flights on lufthansa airlines out of boston,"AskFlight, AskFlightWithAirline"
5095,what are the flights from orlando to cleveland on us air that arrive around 10 pm,"AskFlight, AskFlightWithAirline"
4142,i would like to fly from boston to oakland what airlines fly from boston to oakland,"AskFlight, AskFlightWithAirline"
603,list daily flights from oakland to boston using continental airlines,"AskFlight, AskFlightWithAirline"
499,i'd like to fly from san francisco to boston with a stopover in dallas fort worth and i want to fly on delta airlines,"AskFlight, AskFlightWithAirline"
5498,for American airlines i need round trip airfare from New York to San Diego .,"AskFlight, AskFlightWithCost, AskFlightWithAirline"
302,all flights and fares from denver to pittsburgh on us air number 1039 on a thursday,"AskFlight, AskFlightWithCost, AskFlightWithAirline"
3292,i need a flight this sunday from miami to las vegas and i would prefer a morning flight,AskFlight
3086,show me flights between detroit and st. louis on delta northwest us air and united airlines,"AskFlight, AskFlightWithAirline"
3520,does midwest express have any flights from montreal to nashville,"AskFlight, AskFlightWithAirline"
1980,what are the coach fares for flights from newark to la leaving after 3 pm,"AskFlight, AskFlightWithCost"
3330,american flights from chicago to los angeles morning,"AskFlight, AskFlightWithAirline"
2947,what is the fare from boston to oakland on united airlines,"AskFlight, AskFlightWithCost, AskFlightWithAirline"
1932,show me the cost of a first class ticket from detroit to las vegas and back,"AskFlight, AskFlightWithCost"
3674,minneapolis to phoenix on monday,AskFlight
784,list least expensive flight from dallas to baltimore,"AskFlight, AskFlightWithCost"
4696,i would like some information on a flight from denver to san francisco on united airlines,"AskFlight, AskFlightWithAirline"
2914,list the fares of midway airlines flights from boston to philadelphia,"AskFlight, AskFlightWithCost, AskFlightWithAirline"
2326,what flights does delta have from dallas to denver after 5 o'clock,"AskFlight, AskFlightWithAirline"
605,how much is a us air boston to pittsburgh daily nonstop flight,"AskFlight, AskFlightWithCost, AskFlightWithAirline"
1880,how much does a first class round trip ticket from cleveland to miami on us air cost,"AskFlight, AskFlightWithCost, AskFlightWithAirline"
2937,how much does it cost to fly on american from dallas to baltimore,"AskFlight, AskFlightWithCost, AskFlightWithAirline"
1634,how much is the 718 am flight from las vegas to new york twa,"AskFlight, AskFlightWithCost, AskFlightWithAirline"
2551,what is the cheapest one way ticket from denver to pittsburgh,"AskFlight, AskFlightWithCost"
2730,can you show me fares for december sixteenth from oakland to dallas one way only,"AskFlight, AskFlightWithCost"
3053,american airlines from phoenix to denver,"AskFlight, AskFlightWithAirline"
48,flights from newark new jersey to minneapolis,AskFlight
2615,give me the cheapest flight from dallas to baltimore on saturday,"AskFlight, AskFlightWithCost"
4590,i need a flight from baltimore to seattle that stops in minneapolis,AskFlight
3629,flights from cleveland to kansas city on monday,AskFlight
1571,how about april twenty seventh denver to washington,AskFlight
3019,list the flights from philadelphia to dallas on american airlines,"AskFlight, AskFlightWithAirline"
3261,wednesday morning flights between baltimore and newark,AskFlight
1633,please list the twa flights from las vegas to new york and fare,"AskFlight, AskFlightWithCost, AskFlightWithAirline"
4823,flight from milwaukee to denver,AskFlight
1510,show me all flights on us airlines from boston to oakland california which leave after 11 o'clock am,"AskFlight, AskFlightWithAirline"
3031,list all afternoon flights on united airlines from san francisco to denver,"AskFlight, AskFlightWithAirline"
4687,how much does it cost to fly on delta from dallas to baltimore,"AskFlight, AskFlightWithCost, AskFlightWithAirline"
8,i need a listing of flights from new york city to montreal canada departing thursday in the morning,AskFlight
770,what is the least expensive flight from baltimore to san francisco,"AskFlight, AskFlightWithCost"
5043,list us air flights leaving saturday from charlotte airport at 1 pm,"AskFlight, AskFlightWithAirline"
892,what flights depart from charlotte to newark that leave in the afternoon or leave in the evening,AskFlight
4981,what is the most expensive flight from boston to dallas,"AskFlight, AskFlightWithCost"
1298,give me the earliest flight tomorrow on northwest airlines from st. petersburg to milwaukee,"AskFlight, AskFlightWithAirline"
2597,what are the cheapest one way flights from denver to atlanta,"AskFlight, AskFlightWithCost"
1681,find a flight between denver and oakland the flight should be in the afternoon and arrive close to 5 pm the flight should be nonstop,AskFlight
4786,i'd like a list of the flights from oakland to dallas fort worth on sunday,AskFlight
5093,what's the cheapest flight from columbus to st. louis round trip on twa,"AskFlight, AskFlightWithCost, AskFlightWithAirline"
2665,what are the lowest one way fares from atlanta to pittsburgh,"AskFlight, AskFlightWithCost"
3001,please list the sunday flights from dallas to houston on american airlines,"AskFlight, AskFlightWithAirline"
4399,can you tell me which flight from dallas to baltimore has the least expensive fare,"AskFlight, AskFlightWithCost"
4586,find a flight on american airlines from boston to san francisco that makes a stopover in denver,"AskFlight, AskFlightWithAirline"
1617,show me the flights on twa to atlanta in the morning,"AskFlight, AskFlightWithAirline"
2791,show me the one way flights from detroit to westchester county,AskFlight
3017,i need a flight from new york to los angeles on saturday evening on us air,"AskFlight, AskFlightWithAirline"
4453,what is the first class fare on united flight 352 from denver to boston,"AskFlight, AskFlightWithCost, AskFlightWithAirline"
786,what is the lowest cost fare that delta has between boston and san francisco,"AskFlight, AskFlightWithCost, AskFlightWithAirline"
4684,show me a list of flights from denver to baltimore on united for august third,"AskFlight, AskFlightWithAirline"
2605,show me the cheapest round trip fares from houston to boston,"AskFlight, AskFlightWithCost"
,list flights on united airlines from san diego to toronto under 630 dollars,"AskFlight, AskFlightWithCost, AskFlightWithAirline"
786,what is the lowest cost fare that delta has between boston and san francisco,"AskFlight, AskFlightWithCost, AskFlightWithAirline"
1436,does delta airlines fly from boston to washington dc,"AskFlight, AskFlightWithAirline"
797,what is the most expensive one way fare from boston to atlanta on american airlines,"AskFlight, AskFlightWithCost, AskFlightWithAirline"
2736,please show me all round trip flights from burbank to tacoma,AskFlight
4485,i'd like to travel from kansas city to chicago next wednesday,AskFlight
1964,what are the round trip fares for flights from denver to philadelphia arriving after 1700 on continental,"AskFlight, AskFlightWithCost, AskFlightWithAirline"
2293,find travel arrangements for a round trip flight from baltimore to pittsburgh after 8 o'clock pm before 10 o'clock pm,AskFlight
1120,i'd like to travel from boston to baltimore on us air 269 please tell me the times,"AskFlight, AskFlightWithAirline"
5209,can you tell me the cheapest one way fare from boston to san francisco,"AskFlight, AskFlightWithCost"
2814,list the flights from cincinnati to denver on june sixth,AskFlight
2924,what is the airfare for flights from denver to pittsburgh on delta airline,"AskFlight, AskFlightWithCost, AskFlightWithAirline"
1981,what is the round trip thrift fare on us air from boston to san francisco,"AskFlight, AskFlightWithCost, AskFlightWithAirline"
3526,show me delta flights from dallas to denver,"AskFlight, AskFlightWithAirline"
303,all flights and fares from atlanta to dallas round trip after 12 pm less than 1100 dollars,"AskFlight, AskFlightWithCost"
5334,are there delta flights leaving atlanta,"AskFlight, AskFlightWithAirline"
5498,for American airlines i need round trip airfare from New York to San Diego .,"AskFlight, AskFlightWithCost, AskFlightWithAirline"
4481,what flights leave pittsburgh and arrive in los angeles after 5 pm on thursday,AskFlight
3502,find a flight from philadelphia to san francisco please on delta,"AskFlight, AskFlightWithAirline"
5170,what flights go from dallas to denver after 3 pm,AskFlight
2637,what is the cheapest flight from denver to oakland,"AskFlight, AskFlightWithCost"
4992,list united flights from denver to san francisco on tuesdays or wednesdays,"AskFlight, AskFlightWithAirline"
3035,show flights from pittsburgh to oakland on us airlines with fare information,"AskFlight, AskFlightWithCost, AskFlightWithAirline"
757,i want a flight on continental airlines leaving san francisco california arriving pittsburgh pennsylvania,"AskFlight, AskFlightWithAirline"
1692,what flights are there from cleveland to miami on us air that arrive in miami before 4 pm,"AskFlight, AskFlightWithAirline"
1965,find the flights that leave philadelphia and arrive in dallas by noon,AskFlight
3006,what flights from houston to milwaukee on friday on american airlines,"AskFlight, AskFlightWithAirline"
1919,show me the prices of first class tickets on us air round trip from cleveland to miami,"AskFlight, AskFlightWithCost, AskFlightWithAirline"
2101,which transcontinental flight on united airlines from boston to dallas makes a stopover in philadelphia,"AskFlight, AskFlightWithAirline"
213,what are the fares for flights between atlanta and dfw provided by delta airlines,"AskFlight, AskFlightWithCost, AskFlightWithAirline"
5037,what kind of aircraft does delta fly before 8 am on august second from boston to denver,"AskFlight, AskFlightWithAirline"
2676,what's the cheapest flight from baltimore to dallas on american,"AskFlight, AskFlightWithCost, AskFlightWithAirline"
772,show me the least expensive flight from miami to cleveland on sunday after noon,"AskFlight, AskFlightWithCost"
4664,show me round trip fares from toronto to detroit on delta northwest us air and united airlines,"AskFlight, AskFlightWithCost, AskFlightWithAirline"
1918,what is the airfare for a round trip first class ticket from detroit to st. petersburg,"AskFlight, AskFlightWithCost"
2676,what's the cheapest flight from baltimore to dallas on american,"AskFlight, AskFlightWithCost, AskFlightWithAirline"
1118,what is the lowest fare from washington dc to montreal,"AskFlight, AskFlightWithCost"
1925,what is the fare from philadelphia to pittsburgh business class one way,"AskFlight, AskFlightWithCost"
1565,tell me about flights on american airlines from dallas fort worth to philadelphia on june twenty ninth,"AskFlight, AskFlightWithAirline"
2093,which united airlines flight flies across this continent and leaves from boston goes to dallas and makes a stopover in philadelphia,"AskFlight, AskFlightWithAirline"
1904,what united airlines first class airfare flights are available from denver to baltimore on july three,"AskFlight, AskFlightWithCost, AskFlightWithAirline"
4177,information on flights from boston to washington,AskFlight
1308,what's the cheapest flight from san francisco to detroit today,"AskFlight, AskFlightWithCost"
2405,what's the first flight from dallas to houston,AskFlight
2892,i would like to book an early morning flight from tampa to charlotte on april sixth,AskFlight
720,what times does continental depart from boston to san francisco,"AskFlight, AskFlightWithAirline"
,show me the cheapest one from dallas to baltimore on twa,"AskFlight, AskFlightWithCost, AskFlightWithAirline"
4831,give me flights from pittsburgh to baltimore,AskFlight
4635,what's the cheapest one way ticket from baltimore to atlanta,"AskFlight, AskFlightWithCost"
4016,i need to make a trip starting in boston going to dallas denver oakland and back to boston,AskFlight
3056,show me the flights from san francisco to dallas on continental airlines,"AskFlight, AskFlightWithAirline"
2968,list the fares of us air flights from boston to philadelphia,"AskFlight, AskFlightWithCost, AskFlightWithAirline"
3264,flights from phoenix to milwaukee on wednesday evening,AskFlight
1981,what is the round trip thrift fare on us air from boston to san francisco,"AskFlight, AskFlightWithCost, AskFlightWithAirline"
5228,what're the cheapest flights from new york to miami,"AskFlight, AskFlightWithCost"
788,show me the most expensive one way first class fare from baltimore to dallas,"AskFlight, AskFlightWithCost"
2937,how much does it cost to fly on american from dallas to baltimore,"AskFlight, AskFlightWithCost, AskFlightWithAirline"
93,i'd like a red eye flight from new york to los angeles on saturday evening on us air,"AskFlight, AskFlightWithAirline"
3619,find flight from memphis to cincinnati on sunday,AskFlight
682,how many flights does eastern airlines have from boston to atlanta,"AskFlight, AskFlightWithAirline"
3244,give me the continental flights from chicago to seattle on saturday morning,"AskFlight, AskFlightWithAirline"
5220,show me the cheapest fares from miami to new york leaving on a sunday,"AskFlight, AskFlightWithCost"
5133,i need the cost of a ticket going from denver to baltimore a first class ticket on united airlines,"AskFlight, AskFlightWithCost, AskFlightWithAirline"
2717,show flights leaving miami to cleveland on us air that leave after noon,"AskFlight, AskFlightWithAirline"
1645,what's the cheapest round trip flight on twa from columbus to st. paul,"AskFlight, AskFlightWithCost, AskFlightWithAirline"
542,show flights and fare information from pittsburgh connecting through denver to oakland,"AskFlight, AskFlightWithCost"
2699,list all flights on continental departing on monday before noon from denver to chicago,"AskFlight, AskFlightWithAirline"
479,are there any thrift economy flights to san francisco from boston,AskFlight
2937,how much does it cost to fly on american from dallas to baltimore,"AskFlight, AskFlightWithCost, AskFlightWithAirline"
1364,show me us air fares for next sunday from miami to cleveland,"AskFlight, AskFlightWithAirline"
1103,does us air fly from washington dc to denver,"AskFlight, AskFlightWithAirline"
4958,what is the latest daily flight between oakland and salt lake city,AskFlight
2960,fares from dallas to baltimore,"AskFlight, AskFlightWithCost"
776,what is the least expensive business class flight between boston and san francisco,"AskFlight, AskFlightWithCost"
2878,show me flights from minneapolis to seattle on july second,AskFlight
2630,find the cheapest one way fare from boston to oakland,"AskFlight, AskFlightWithCost"
1880,how much does a first class round trip ticket from cleveland to miami on us air cost,"AskFlight, AskFlightWithCost, AskFlightWithAirline"
4727,i need a flight from los angeles to pittsburgh on monday afternoon,AskFlight
1050,show me the flight that leaves philadelphia in the afternoon and arrives in the evening in denver,AskFlight
1650,is there a flight from baltimore to san francisco with a stop in denver on twa,"AskFlight, AskFlightWithAirline"
199,show me all the flights on america west and twa from las vegas to jfk on a friday,"AskFlight, AskFlightWithAirline"
4781,what flights are available from denver to philadelphia on wednesday,AskFlight
2538,what're the lowest one way fares from denver to atlanta,"AskFlight, AskFlightWithCost"
5130,show business class fares on us air from boston to toronto,"AskFlight, AskFlightWithCost, AskFlightWithAirline"
611,list daily flights from oakland to boston using twa,"AskFlight, AskFlightWithAirline"
4515,from las vegas to new york a nonstop twa and fare,"AskFlight, AskFlightWithCost, AskFlightWithAirline"
,what is the lowest fare depart detroit arrive westchester city,"AskFlight, AskFlightWithCost"
2937,how much does it cost to fly on american from dallas to baltimore,"AskFlight, AskFlightWithCost, AskFlightWithAirline"
2377,what is the earliest flight that eastern has between boston and washington,"AskFlight, AskFlightWithAirline"
3557,what delta flights are available from pittsburgh to san francisco,"AskFlight, AskFlightWithAirline"
3042,what are the flights from denver to baltimore on united airlines,"AskFlight, AskFlightWithAirline"
2712,list all flights on continental leaving denver on sunday after 2134,"AskFlight, AskFlightWithAirline"
617,list all daily flights between boston and oakland as well as boston and oakland using american airline,"AskFlight, AskFlightWithAirline"
5093,what's the cheapest flight from columbus to st. louis round trip on twa,"AskFlight, AskFlightWithCost, AskFlightWithAirline"
2932,how much does it cost to fly eastern airlines from atlanta to boston,"AskFlight, AskFlightWithCost, AskFlightWithAirline"
297,show me all flights and fares from denver to san francisco,"AskFlight, AskFlightWithCost"
637,list the flights from dallas to baltimore arriving july first,AskFlight
,one way fare departing washington to denver tomorrow,"AskFlight, AskFlightWithCost"
3035,show flights from pittsburgh to oakland on us airlines with fare information,"AskFlight, AskFlightWithCost, AskFlightWithAirline"
1047,list all flights arriving in pittsburgh monday evening from san francisco that first class,AskFlight
2920,show me fares from philadelphia to san francisco on thursday morning,"AskFlight, AskFlightWithCost"
3080,is there an early morning delta airlines flight between boston and washington,"AskFlight, AskFlightWithAirline"
2968,list the fares of us air flights from boston to philadelphia,"AskFlight, AskFlightWithCost, AskFlightWithAirline"
3306,give me the flights from pittsburgh to los angeles thursday evening,AskFlight
1180,well i'll try last time tell me the kind of aircraft united airlines flies from denver to san francisco before 10 o'clock in the morning,"AskFlight, AskFlightWithAirline"
3003,please arrange a flight for me from denver to san francisco on us air,"AskFlight, AskFlightWithAirline"
387,give me the earliest flight tomorrow from st. petersburg to milwaukee on a airline other than twa,"AskFlight, AskFlightWithAirline"
,one way fare from new york to san francisco by continental,"AskFlight, AskFlightWithCost, AskFlightWithAirline"
399,show flights first class on american from dallas fort worth to san francisco international,"AskFlight, AskFlightWithAirline"
3286,tuesday morning flights between charlotte and baltimore,AskFlight
1521,list flights from houston to memphis june twenty ninth,AskFlight
4691,what does it cost to fly from boston to oakland on united airlines,"AskFlight, AskFlightWithCost, AskFlightWithAirline"
2656,would you tell me the cheapest one way fare from boston to oakland,"AskFlight, AskFlightWithCost"
2139,i would like a us air flight from toronto to san diego with a stopover in denver please,"AskFlight, AskFlightWithAirline"
4651,what are the lowest one way fares from atlanta to denver,"AskFlight, AskFlightWithCost"
5125,show me any show me what the first class fares are of the flights from pittsburgh to san francisco on monday,"AskFlight, AskFlightWithCost"
2117,i need to find a flight from philadelphia to san francisco that has a stopover in dallas,AskFlight
3082,which flights on us air go from orlando to cleveland,"AskFlight, AskFlightWithAirline"
2914,list the fares of midway airlines flights from boston to philadelphia,"AskFlight, AskFlightWithCost, AskFlightWithAirline"
2963,show me the fares for delta flights from dallas to san francisco,"AskFlight, AskFlightWithCost, AskFlightWithAirline"
2968,list the fares of us air flights from boston to philadelphia,"AskFlight, AskFlightWithCost, AskFlightWithAirline"
2686,what northwest airline flights leave denver before noon,"AskFlight, AskFlightWithAirline"
1880,how much does a first class round trip ticket from cleveland to miami on us air cost,"AskFlight, AskFlightWithCost, AskFlightWithAirline"
3029,i would like an early morning flight from chicago into seattle on continental airlines,"AskFlight, AskFlightWithAirline"
4369,please give me direct morning flights from pittsburgh to atlanta,AskFlight
,show me the cheapest one from dallas to baltimore on twa,"AskFlight, AskFlightWithCost, AskFlightWithAirline"
3148,show the flights from milwaukee to orlando on a thursday morning,AskFlight
511,i'd like a twa flight from atlanta to pittsburgh with a stopover in fort worth dallas please,"AskFlight, AskFlightWithAirline"
4652,what is the cheapest one way fare from any city to another,"AskFlight, AskFlightWithCost"
797,what is the most expensive one way fare from boston to atlanta on american airlines,"AskFlight, AskFlightWithCost, AskFlightWithAirline"
1973,show me flights from baltimore to philadelphia arriving after 2100,AskFlight
5341,flights from denver to chicago on sunday on continental,"AskFlight, AskFlightWithAirline"
4764,all delta flights to everywhere if you can,"AskFlight, AskFlightWithAirline"
4759,please find a flight from kansas city to newark,AskFlight
2095,all northwest and united airlines flights with stopovers in denver,"AskFlight, AskFlightWithAirline"
4776,i'd like a flight from montreal to san diego for sunday,AskFlight
2675,i'd like to make a trip between atlanta and boston i wish to know the cheapest fare,"AskFlight, AskFlightWithCost"
5134,july seventh what is the cost of a round trip ticket traveling first class on united airlines leaving from denver going to baltimore,"AskFlight, AskFlightWithCost, AskFlightWithAirline"
2885,i would like to book a flight from chicago to seattle on june first,AskFlight
,one way fare from new york to san francisco by continental,"AskFlight, AskFlightWithCost, AskFlightWithAirline"
2959,show me fares from houston to las vegas,"AskFlight, AskFlightWithCost"
2943,get the saturday fare from washington to toronto,"AskFlight, AskFlightWithCost"
2932,how much does it cost to fly eastern airlines from atlanta to boston,"AskFlight, AskFlightWithCost, AskFlightWithAirline"
213,what are the fares for flights between atlanta and dfw provided by delta airlines,"AskFlight, AskFlightWithCost, AskFlightWithAirline"
4643,what is the cheapest fare from dallas to denver on delta,"AskFlight, AskFlightWithCost, AskFlightWithAirline"
1405,i'd like to book a flight from cincinnati to new york city on united airlines for next saturday,"AskFlight, AskFlightWithAirline"
