id,tokens,intent
4316,what is the earliest flight from boston to bwi that serves a snack,Flight
457,what is the seating capacity for aircraft l10,NoFlight
4518,i'd like a twa flight from las vegas to new york nonstop,Flight
5338,what are the american flights from newark to nashville,Flight
4359,baltimore to kansas city economy,Flight
5178,okay i'd like a flight from boston to san francisco that leaves before 8 am,Flight
3335,flights from kansas city to cleveland on wednesday,Flight
4393,in pittsburgh i'd like to rent a car,NoFlight
382,what is the aircraft type with the greatest seating capacity,NoFlight
4020,could you show me all flights from montreal to charlotte,Flight
3494,please find a flight from st. petersburg to miami on thursday,Flight
1783,which airlines are represented in the database,NoFlight
570,on august thirtieth i would like a flight from denver to san francisco in the early am,Flight
3008,i would like a flight from philadelphia to dallas on american airlines,Flight
3191,show me wednesday afternoon flights from denver to san francisco,Flight
987,show me all flights from san diego to new york using dc10,Flight
254,please find a flight round trip from los angeles to tacoma washington with a stopover in san francisco not exceeding the price of 300 dollars for june tenth 1993,Flight
432,flights from baltimore to philadelphia where the round trip fare is less than 1000 dollars,Flight
1881,information on round trip flights from pittsburgh to san francisco first class,Flight
2727,could you please give me the cost of a round trip flight from denver to pittsburgh,Flight
1651,flights on twa from columbus to st. louis,Flight
2414,list the earliest flights from st. paul to houston,Flight
1896,show me flights first class from san francisco to pittsburgh leaving on tuesday after 8 o'clock in the morning and before 12 noon,Flight
3347,what flights are available monday from san francisco to pittsburgh,Flight
339,what is the distance from los angeles international airport to los angeles,NoFlight
1596,what does ea mean,NoFlight
1411,give me the round trip flights from cleveland to miami next wednesday,Flight
2782,list a round trip fare from kansas city to minneapolis flights,Flight
2272,i need a flight on thursday before 8 am from oakland to salt lake city,Flight
5186,us air flights departing from charlotte around 1 pm,Flight
4752,do you have flights from st. petersburg to toronto on monday,Flight
2853,show me the flights from boston to denver on august second,Flight
134,give me the flights from memphis tennessee to charlotte north carolina,Flight
2879,show me all flights between san francisco and philadelphia for september fifteenth,Flight
3021,show me the flights from boston to san francisco on united airlines,Flight
2783,show me the round trip tickets from baltimore to dallas,Flight
657,what is the earliest flight departing san francisco and arriving in boston on november ninth,Flight
654,i need to get from cincinnati to denver on june sixth by 6 pm,Flight
5459,what is e w r .,NoFlight
745,please list any flight available leaving oakland california tuesday arriving philadelphia wednesday,Flight
972,very well i'm working on scenario three i'm interested in a flight on a 727 from washington dc to atlanta georgia,Flight
3252,memphis to las vegas sunday afternoon,Flight
5056,list nonstop flights from los angeles to pittsburgh which arrive on monday after 5 pm,Flight
297,show me all flights and fares from denver to san francisco,Flight
4770,please list all flights between boston and philadelphia operating on sundays,Flight
4135,show me flights from atlanta to baltimore,Flight
2893,what are the flights from charlotte to atlanta returning on tuesday july thirteenth,Flight
2294,what flights go from newark to boston after 5 pm,Flight
4037,what flights are there from tampa to charlotte,Flight
1999,what is the ground transportation available in boston,NoFlight
5514,how far is the airport from New York 's la guardia to downtown .,NoFlight
4122,flights from newark to boston,Flight
226,show me city served both by nationair and canadian airlines international,NoFlight
2171,show me the flights that go from san diego to newark by way of houston,Flight
4702,i'd like a flight from new york to los angeles on saturday morning on us air,Flight
2137,i'd like to fly from philadelphia to san francisco with a stopover in dallas,Flight
1430,which airlines fly from boston to washington dc via other cities,NoFlight
4511,list all round trip flights between indianapolis and orlando on the twenty seventh of december,Flight
1829,find nonstop flights from salt lake city to new york on saturday april ninth,Flight
1494,flight from dallas to oakland california on monday,Flight
3951,what are all the flights into atlanta's airport,Flight
2154,is there a round trip flight from atlanta to dallas via denver,Flight
979,i am interested in a flight on an aircraft number 727 i would like to go from washington to atlanta,Flight
568,show me flights from boston to denver early am on tuesday,Flight
3376,how about flights leaving san francisco and arriving in boston for any day,Flight
4570,what kind of ground transportation is there in dallas,NoFlight
4644,can you show me the cheapest round trip flights between denver and pittsburgh,Flight
11,show me the ground transportation schedule in philadelphia in the morning on wednesday,NoFlight
3818,what flights go to san francisco from boston,Flight
556,is there a direct flight from denver to pittsburgh in the morning of august thirty first that is nonstop,Flight
5334,are there delta flights leaving atlanta,Flight
1763,what airlines fly from new york to milwaukee to los angeles,NoFlight
1239,do you have the fare for traveling from oakland airport to oakland downtown,NoFlight
4463,what airplane types fly from pittsburgh to baltimore,NoFlight
533,is there an atlanta flight to denver connecting,Flight
2279,show me flights from milwaukee to orlando on wednesday after 6 pm,Flight
3148,show the flights from milwaukee to orlando on a thursday morning,Flight
4166,i need a flight from boston to denver,Flight
3037,i want to fly united airlines from boston to denver,Flight
2960,fares from dallas to baltimore,Flight
1271,give me the earliest flight on american airlines tomorrow from st. petersburg to milwaukee,Flight
751,list flights from ontario california to orlando,Flight
3322,list early morning flights from cincinnati to tampa,Flight
780,what is the least expensive flight from atlanta to boston,Flight
5438,what flights are available between Chicago and Indianapolis next wednesday between eleven a.m. and one p.m .,Flight
2486,what's the latest flight from san francisco to atlanta,Flight
2024,what ground transportation is available in newark,NoFlight
1308,what's the cheapest flight from san francisco to detroit today,Flight
4617,what is the earliest flight from pittsburgh to san francisco,Flight
815,what ground transportation is available at the boston airport,NoFlight
4864,show me all flights from atlanta to denver which leave after 5 o'clock pm the day after tomorrow,Flight
4312,what does the restriction ap58 mean,NoFlight
71,flights from denver to baltimore between 10 am and 2 pm,Flight
2920,show me fares from philadelphia to san francisco on thursday morning,Flight
3476,show flights from san francisco to denver on wednesday and thursday,Flight
3656,show me the flights from boston to pittsburgh on wednesdays and thursdays,Flight
572,i would like to travel from boston to denver early in the morning,Flight
5337,does lufthansa fly between boston and oakland,Flight
1882,how much is a first class round trip from atlanta to san francisco,Flight
1657,find travel arrangements for a round trip flight from dallas to pittsburgh arriving after 8 pm,Flight
3087,give me the american airlines flights from phoenix to milwaukee on wednesday,Flight
5510,please show me all flights from Montreal to Las Vegas .,Flight
5083,okay just on november twenty third i want to fly from atlanta to denver and i need to know what flights are available,Flight
4281,show me ground transportation in philadelphia on monday morning,NoFlight
4963,how many cities are served by delta airlines with first class flights,NoFlight
1992,what is the cheapest coach fare from dallas to denver round trip,Flight
2639,what is the cheapest round trip fare from pittsburgh to atlanta,Flight
3409,show me all flights from san francisco to boston philadelphia or baltimore,Flight
689,how many cities are served by continental with first class flights,NoFlight
2453,what is the earliest morning flight leaving boston for washington,Flight
4985,what is the ground transportation between the charlotte airport charlotte airport and downtown charlotte,NoFlight
4721,now i need a flight from detroit to san diego leaving tuesday evening,Flight
1070,is there an airline that services boston dc and dallas,NoFlight
5195,show first flight from boston to philadelphia,Flight
336,how far is new york's la guardia from downtown,NoFlight
1447,show me round trip fares between san francisco and washington dc,Flight
2515,what is the earliest flight from memphis to las vegas,Flight
4322,how much does the limousine service cost within pittsburgh,NoFlight
2621,what is the cheapest fare one way between pittsburgh and denver,Flight
3582,show me flights from dallas to atlanta on tuesday,Flight
5386,i need a flight from tampa to milwaukee,Flight
3327,what are the early morning flights from boston to denver,Flight
1166,show me northwest flight 608 from kansas city to st. paul,Flight
5325,from san francisco to denver,Flight
4073,could you please list all of the classes of flights there are,NoFlight
313,what does dfw mean,NoFlight
4421,what does the fare code yn mean,NoFlight
2119,all united airlines flights with stopovers in denver,Flight
2800,show me one way flights from milwaukee to orlando,Flight
1469,list the nonstop flights from miami to washington dc,Flight
3364,please list the flights from los angeles to charlotte,Flight
4722,how about flights from dallas to atlanta on wednesday morning,Flight
2000,does midwest express serve montreal,NoFlight
4017,okay i would like to fly from atlanta to philadelphia,Flight
2379,show me the latest flight from salt lake city to phoenix,Flight
774,what is the least expensive flight from denver to atlanta,Flight
2774,i would like to make a round trip between washington and san francisco,Flight
2799,show me round trip fares from pittsburgh to philadelphia,Flight
3568,what are all flights to denver from philadelphia on sunday,Flight
2950,what do these cost,Flight
2526,show me the earliest flight from newark to seattle,Flight
2441,what is the earliest flight leaving boston and going to washington on september third,Flight
757,i want a flight on continental airlines leaving san francisco california arriving pittsburgh pennsylvania,Flight
4022,i want to fly from milwaukee to orlando,Flight
2435,could you please find me the earliest flight from boston to oakland,Flight
4831,give me flights from pittsburgh to baltimore,Flight
5345,denver to san francisco wednesday,Flight
1670,on tuesday i'd like to find a flight from detroit to st. petersburg that arrives before 10 pm,Flight
2516,earliest flight from atlanta to philadelphia,Flight
5117,list all flights on sunday from san francisco to pittsburgh nonstop,Flight
3215,what are the flights available in the morning between boston and denver,Flight
3621,i need a flight from denver to salt lake city on monday,Flight
3953,can you show me the flights from baltimore to dallas,Flight
5320,what flights from kansas city to denver,Flight
5066,show me the flights from san francisco to washington dc,Flight
4280,are there any flights from new york to montreal canada leaving on thursday,Flight
3011,does us air have any flights out of atlanta to denver,Flight
168,flight numbers on american airlines from phoenix to milwaukee,Flight
5391,list flights between pittsburgh and milwaukee,Flight
3358,i want to fly from dallas fort worth to philadelphia,Flight
4148,what flights go from dallas to tampa,Flight
2329,eastern flies from atlanta to denver what type of aircraft do you use before 6 pm,NoFlight
4106,show me the flights from indianapolis to memphis,Flight
3786,i need a reservation from baltimore to san francisco,Flight
4293,show flights from baltimore to san francisco between 6 pm and 8 pm on friday,Flight
5511,please show me all flights from Ontario to Salt Lake City leaving monday morning .,Flight
4912,please list the flight times from newark to boston,Flight
271,flight information on january twenty third 1992 from denver to san francisco,Flight
498,las vegas to baltimore economy,Flight
4436,which flights arrive in st. louis from st. paul on thursday morning,Flight
3982,i would like a flight from atlanta to denver,Flight
5505,how many flights leave from Lester B Pearson international airport between nine a.m. and twelve noon .,Flight
2955,fares between atlanta and boston,Flight
536,are there any flights from denver to pittsburgh connecting in atlanta,Flight
4198,i'd like to go to boston from denver and i'd like to get there,Flight
1756,show me airlines going from pittsburgh going to denver and then continuing to san francisco on monday,Flight
455,what is the seating capacity of the type of aircraft m80,NoFlight
3627,flights from denver to pittsburgh on thursday,Flight
1019,show me the latest dinner flight from baltimore to oakland,Flight
259,what first class flights are available on july twenty fifth 1991 from denver to baltimore,Flight
2971,i need the fares on flights from washington to toronto on a saturday,Flight
558,list all direct flights from boston to denver,Flight
1843,are there any flights from boston to oakland that stop,Flight
4155,i would like to fly from atlanta to philadelphia,Flight
3730,please show me the flights from washington to san francisco,Flight
440,all flights from montreal less than 150 dollars,Flight
980,tell me about the type of aircraft called an m80,NoFlight
4948,show me the itinerary of the connecting flight from boston to denver that departs boston at 10 am,Flight
4992,list united flights from denver to san francisco on tuesdays or wednesdays,Flight
2580,can you list flights from washington to toronto with the lowest one way fares,Flight
591,give me the meal flights departing early saturday morning from chicago to seattle nonstop,Flight
804,what is the least expensive one way fare from boston to pittsburgh,Flight
2127,which flights on united airlines and northwest go through denver,Flight
3587,list all flights from atlanta to dallas on friday,Flight
711,please tell me the times of the flights between boston and baltimore,Flight
1853,show me the nonstop flights from houston to dallas,Flight
1754,which airline can fly me from atlanta to denver to san francisco,NoFlight
492,show me the cheapest economy flights from miami to new york,Flight
2219,show me all flights from new york to milwaukee on northwest airlines departing at 720 am,Flight
2867,on july eighth i'd like a flight from newark to orlando in the morning,Flight
233,what about the eastern airlines flights arriving in pittsburgh between 12 and 4 in the afternoon,Flight
1046,which nonstop flight from atlanta to oakland leaves in the afternoon and arrives at 5 pm,Flight
4031,what flights are there from newark to tampa,Flight
1821,i need a nonstop flight from miami to toronto,Flight
4486,i would like to fly from boston to philadelphia next thursday,Flight
2023,ground transport in denver,NoFlight
1915,show me flights with first class reservations from san francisco to pittsburgh for monday,Flight
1220,list aircraft types that fly between boston and san francisco,NoFlight
1386,now i'd like to see flights from detroit to st. petersburg on the next tuesday,Flight
2273,what flights leave after 7 pm from philadelphia to boston,Flight
4417,what does the fare code y mean,NoFlight
1611,i would like a twa flight from atlanta to san francisco with a stopover in denver,Flight
4260,what are the flights from boston to philadelphia,Flight
30,i need a list of late afternoon flights from st. louis to chicago,Flight
130,wednesday morning flights between baltimore and newark new jersey,Flight
1526,indianapolis to orlando december twenty seventh,Flight
725,can i rent a car in san jose too,NoFlight
930,explain the fare code q,NoFlight
2069,what ground transportation is available at boston,NoFlight
4152,i need a flight from tampa to montreal,Flight
4700,give me all the flights from miami to chicago on american airlines,Flight
2932,how much does it cost to fly eastern airlines from atlanta to boston,Flight
4035,show me the flights from philadelphia to dallas,Flight
1405,i'd like to book a flight from cincinnati to new york city on united airlines for next saturday,Flight
1959,show me all the flights from denver and all the flights from miami that arrive at baltimore around noon,Flight
3006,what flights from houston to milwaukee on friday on american airlines,Flight
5319,flights from kansas city to cleveland and price,Flight
881,give me the flights from milwaukee to phoenix on saturday or sunday on american airlines,Flight
2825,please give me the flights from chicago to kansas city on june seventeenth,Flight
192,the cheapest flights between boston and philadelphia which arrive between 3 and 5 o'clock on tuesday,Flight
2652,show me the cheapest one way fare from baltimore to dallas,Flight
2276,show me the flights before 11 am on august second from boston to denver on delta,Flight
2739,what is the fare going from atlanta to boston one way on november seventh,Flight
167,list the number of flights arriving in dallas fort worth from boston before noon,Flight
4982,list lowest cost flight from dallas to baltimore,Flight
4287,what does the meal code s stand for,NoFlight
519,i want to fly from boston to san francisco via dallas fort worth on american airlines,Flight
4087,show me the flights from miami to denver,Flight
31,what flights are available from indianapolis to san diego on april twenty first in the late afternoon,Flight
3063,what are the evening flights flying out of dallas and going to san francisco on american airlines,Flight
816,what type of ground transportation is there at the las vegas airport,NoFlight
210,what's the earliest flight from boston to bwi that serves dinner,Flight
3209,show me flights available from atlanta to baltimore leaving on monday morning,Flight
1268,can you tell me about ground transportation between the dallas airport and downtown dallas,NoFlight
1078,i would like to travel from washington dc to pittsburgh on august twentieth,Flight
3086,show me flights between detroit and st. louis on delta northwest us air and united airlines,Flight
4381,list the flights from pittsburgh to baltimore arriving on july first,Flight
4467,list us air flights leaving saturday from charlotte airport around 1 pm,Flight
1055,list nonstop flights from san francisco to oakland that depart in the afternoon,Flight
4917,what does ewr stand for,NoFlight
720,what times does continental depart from boston to san francisco,Flight
2797,could you please give me a one way fare from pittsburgh to atlanta,Flight
3005,american airlines from phoenix to milwaukee,Flight
1753,which airlines fly between toronto and san diego,NoFlight
4799,list all flights please from washington to san francisco,Flight
995,what do you have going from atlanta to philadelphia serving breakfast,Flight
463,what is the seating capacity of the aircraft m80,NoFlight
5360,denver to philadelphia monday,Flight
5489,please tell me the round trip cost for these flights .,Flight
2556,flying from pittsburgh to atlanta on september fourth what would be the cheapest flight,Flight
1906,all round trip flights between new york and miami business class fare,Flight
923,what is the fare code y and what is the fare code h,NoFlight
5234,please show me all round trip flights from new york to miami,Flight
2997,list the flights on canadian airlines international,NoFlight
2957,show me prices of flights from baltimore to dallas,Flight
3362,i need a flight from san francisco to pittsburgh and then pittsburgh to new york and new york to san francisco,Flight
877,show me flights to philadelphia coming from baltimore or denver or pittsburgh,Flight
3937,i'm interested in a flight from dallas to washington and i'm also interested in going to baltimore,Flight
2205,can i see ground transportation from long beach airport to downtown,NoFlight
3038,give me the flights for american airline from dallas to san francisco,Flight
1868,show me nonstop flights from st. petersburg to toronto,Flight
4470,i'd like to fly from cleveland to indianapolis tomorrow morning as early as possible what's available,Flight
5057,are there any other flights from boston to pittsburgh wednesday next week later than 5 pm,Flight
3643,show me the flights from boston to pittsburgh on wednesday and thursday,Flight
261,what are the flights on january first 1992 from boston to san francisco,Flight
138,tell me about flights from toronto to salt lake city leaving toronto between 530 and 7 pm,Flight
3295,i would like to leave thursday morning from indianapolis to toronto,Flight
3283,please give me flights from atlanta to boston on wednesday morning and thursday afternoon,Flight
4761,list all flights on continental leaving denver on monday,Flight
1671,okay i'm sorry could you tell me what flights leave atlanta and arrive in philadelphia around 5 o'clock,Flight
2731,i need a flight from toronto to newark one way leaving wednesday evening or thursday morning,Flight
3876,show me the flights from atlanta to boston,Flight
2350,are there any 4 o'clock flights from washington to denver,Flight
2601,could you please find me the cheapest one way fare from boston to philadelphia,Flight
2510,what is the earliest flight from boston to san francisco on november seventh,Flight
697,how many cities are served by american airline with first class flights,NoFlight
3654,show me the flights from atlanta to denver on monday,Flight
2777,now show me one way flights from houston to boston,Flight
3841,list flights from oakland to salt lake city,Flight
3216,miami to cleveland sunday afternoon,Flight
390,instead of denver can i have the same flight from toronto to san diego but stopping in dallas fort worth,Flight
3422,list flights from san francisco to pittsburgh,Flight
3079,list all american airlines flight from milwaukee to phoenix on sunday,Flight
4876,on monday i would like to travel from charlotte north carolina to phoenix arizona i would like to arrive in phoenix before 4 pm,Flight
4102,show flights from atlanta to baltimore,Flight
4619,what's the last flight from atlanta to boston,Flight
193,which flights travel from las vegas to los angeles california and arrive on april ninth between 4 and 5 pm,Flight
2351,do you have a flight leaving boston at 645 am going to washington,Flight
1467,i want information on flights from atlanta to washington dc give me information on flights after 4 pm on wednesday,Flight
46,flights from newark new jersey to cleveland,Flight
3774,looking for a flight from toronto to san diego,Flight
2048,while i'm in pittsburgh what ground transportation is available,NoFlight
3489,flights from new york to miami,Flight
3294,show flights wednesday evening from st. louis to burbank,Flight
4403,what's the price of the least expensive first class round trip ticket on us air from cleveland to miami,Flight
4613,i would like a flight from san francisco to pittsburgh on friday morning after 10 o'clock,Flight
2660,show me the cheapest flights from dallas to baltimore,Flight
895,what does fare code m mean,NoFlight
4274,what are the coach flights between dallas and baltimore leaving august tenth and returning august twelve,Flight
1926,what are the first class fares from boston to pittsburgh on thursday,Flight
3590,boston to pittsburgh wednesday,Flight
4153,list flights from phoenix to houston,Flight
937,give me the saturday morning flights from chicago to st. paul on continental that have meals,Flight
3644,atlanta to oakland thursday,Flight
52,show me airports near washington dc,NoFlight
817,list the takeoffs and landings at general mitchell international,NoFlight
2504,what is the earliest flight leaving from boston going to atlanta,Flight
736,i would like an afternoon flight from denver colorado to dallas texas,Flight
1459,what flights are available from atlanta to washington dc on wednesday,Flight
2832,please list fares for all the flights from atlanta to philadelphia on august the first,Flight
2022,what kind of ground transportation can you offer me in seattle,NoFlight
4915,show all flights and fares from denver to san francisco,Flight
958,in flight meal oakland to philadelphia saturday,Flight
845,what ground transportation is available in san francisco,NoFlight
4553,first class fares from dallas to baltimore please,Flight
3199,am flights from dallas to san francisco,Flight
5456,prices .,Flight
195,show flights from denver to oakland arriving between 12 and 1 o'clock,Flight
1871,what is the fare for a first class round trip ticket from detroit to st. petersburg,Flight
4488,what flights go from pittsburgh to baltimore after 8 o'clock next wednesday,Flight
2948,fares and flights from pittsburgh to philadelphia,Flight
371,what is the name of the airport in philadelphia,NoFlight
3369,i'd like flights from new york to miami,Flight
3396,show me all flights from san francisco to oakland,Flight
3765,please list the flights from phoenix to san diego,Flight
3093,what flights are provided by american airlines,Flight
1950,listing of all first class flights from washington to san francisco,Flight
5113,which airlines have nonstop flights from kansas city to chicago,NoFlight
1280,show me all the flights out of boston today,Flight
510,which flights from memphis to tacoma also stop in los angeles,Flight
1052,i need a flight from indianapolis to toronto reaching toronto on thursday morning,Flight
3342,show me all the flights from kansas city to st. paul,Flight
2011,list ground transportation in baltimore,NoFlight
5336,i would like a flight from cincinnati to burbank on american,Flight
4517,list round trip flights between boston and oakland using twa,Flight
1460,show me flights from atlanta to washington dc leaving on thursday,Flight
2789,show me all round trips from new york to miami leaving on tuesday,Flight
1487,i need information on flights leaving philadelphia on friday arriving in oakland california,Flight
2497,what is the earliest flight from boston to san francisco on american airlines,Flight
3106,hi i'd like a flight on alaska airlines from san diego to toronto please,Flight
5525,show me the airlines and flight numbers .,NoFlight
3547,does delta fly from atlanta to san francisco,Flight
1737,which airlines fly between boston and philadelphia,NoFlight
5,show me all us air flights from atlanta to denver for the day after tomorrow,Flight
1796,please show me airlines with flights from denver to boston stop philadelphia,NoFlight
2872,i want to fly from philadelphia to dallas to san francisco on monday july eighth,Flight
2376,what is your last flight leaving san francisco and arriving in denver,Flight
4002,show me all flights arriving at dallas,Flight
3444,i would like flights from salt lake city to cincinnati,Flight
162,flight numbers from seattle to chicago on continental,Flight
1790,give me a list of airlines in pittsburgh,NoFlight
2599,what's the lowest round trip fare from dallas to baltimore,Flight
3094,are there any united airlines flights between boston and dallas,Flight
2373,what is the shortest flight from milwaukee to long beach,Flight
637,list the flights from dallas to baltimore arriving july first,Flight
5222,what is the cheapest way to travel round trip from milwaukee to san francisco,Flight
410,list all flights arriving at general mitchell international,Flight
3721,i want to fly from boston to san francisco,Flight
3691,what flights go from tampa to charlotte on sunday,Flight
2708,what flights leave denver before noon on northwest airlines,Flight
2659,what's the cheapest flight from san francisco to boston,Flight
60,what flights are there from san francisco to philadelphia daily with economy class,Flight
2338,columbus to chicago one way before 10 am,Flight
2558,what is the cheapest flight from long beach to memphis,Flight
794,show me the least expensive flight leaving miami on sunday after 12 o'clock noon and arriving cleveland,Flight
548,are there any flights from denver to atlanta which connect in pittsburgh,Flight
5343,what flights fly from denver to san francisco on monday tuesday wednesday thursday and friday,Flight
1142,tell me about twa flight 539,Flight
2067,does midwest express serve charlotte,NoFlight
4086,show me the flights from dallas to atlanta,Flight
3533,list all flights on continental leaving denver,Flight
5143,show departures and arrivals in atlanta for american airlines,Flight
1909,how much is a first class ticket from boston to san francisco,Flight
1597,what does the abbreviation dl mean,NoFlight
771,i'd like information on the least expensive airfare round trip from pittsburgh to boston,Flight
509,i want the flights from toronto to san diego that stop in st. louis,Flight
3938,what flights from indianapolis to memphis,Flight
3548,i want a flight on continental from boston to san francisco,Flight
3276,i would like information information on flights from san francisco to denver on thursday morning,Flight
4861,i want a flight from memphis to seattle that arrives no later than 3 pm,Flight
2041,what is the ground transport in denver,NoFlight
3845,all flights from dallas to san francisco,Flight
1941,information on first class round trip from pittsburgh to san francisco,Flight
3676,what flights are available from pittsburgh to boston on saturday,Flight
5295,what flights are available from denver to dallas fort worth in the afternoons,Flight
3673,now i need a flight on tuesday from phoenix to detroit,Flight
550,show me the direct flights from san francisco to boston,Flight
4772,show me flights from philadelphia to denver on a monday,Flight
4901,what's the earliest flight from boston to bwi that serves lunch,Flight
1875,what is the price of a first class ticket from atlanta to san francisco,Flight
3470,i need a flight from st. petersburg to miami for thursday,Flight
2716,what are my options for a minneapolis back to indianapolis flight around noontime,Flight
1057,show me flights going from boston to denver arriving on wednesday morning,Flight
5508,please show me all first class flights from Indianapolis to Memphis leaving monday morning .,Flight
546,which airlines provide direct flights between washington and denver,Flight
4360,economy fares new york to miami round trip,Flight
2365,is there a flight from denver to san francisco on continental airlines leaving after 12 o'clock in the afternoon,Flight
4228,i need flight information from milwaukee to tampa,Flight
5089,what is airline nw,NoFlight
2261,show me all flights from philadelphia to atlanta that leave after 5 pm on wednesday,Flight
1998,what ground transportation is available in denver,NoFlight
2583,show me all the cheapest fares from new york to miami leaving on tuesday,Flight
4703,show me the southwest airlines flights from san diego to san francisco,Flight
1799,which airlines fly between baltimore and san francisco,NoFlight
2530,list flights from montreal to washington with the lowest one way fares that leaves on saturday,Flight
3992,i'd also like to see a list of the flights from pittsburgh to atlanta,Flight
1382,next wednesday i would like to leave kansas city on a trip to chicago which arrives in chicago around 7 pm,Flight
381,which airline has the most arrivals in atlanta,NoFlight
4519,what airline is yx,NoFlight
5155,i want to travel from philadelphia to san francisco with a stopover in dallas,Flight
2609,show me the cheapest flights from atlanta to denver,Flight
1891,show me first class fares from dallas to baltimore,Flight
1515,what is your earliest flight from boston to washington on august twenty seventh,Flight
945,i'm trying to fly from denver to boston and i want a flight that serves a meal,Flight
1933,what is the cost of round trip ticket first class between oakland and atlanta,Flight
942,list flights from st. paul to kansas city friday in the evening with a meal included,Flight
4998,what is fare code c,NoFlight
517,what flights do you have between oakland and boston with a stopover in dallas fort worth,Flight
4527,all flights pittsburgh to baltimore on thursday arrival by 10 am,Flight
153,i would like a nonstop flight from jfk to las vegas on march second,Flight
5157,are there any flights from boston to san francisco stopping in denver,Flight
2013,does midwest express serve nashville,NoFlight
3505,what flights leave seattle on sunday on continental,Flight
2700,list flights from oakland to salt lake city leaving after 1700 wednesday,Flight
2003,ground transportation washington,NoFlight
643,are there any nonstop flights leaving from denver arriving in baltimore on july seventh,Flight
2396,list last wednesday flight from oakland to salt lake city,Flight
2605,show me the cheapest round trip fares from houston to boston,Flight
827,show me the airlines that use love field,NoFlight
4209,minneapolis to pittsburgh flight,Flight
1227,how can i go from the san francisco airport to downtown san francisco,NoFlight
4554,show me all united airlines first class flights,Flight
1422,list flights from toronto to washington dc,Flight
3212,please list the afternoon flights from charlotte to minneapolis,Flight
3725,what flights go from phoenix to salt lake city,Flight
3273,show me flights from pittsburgh to atlanta on monday morning,Flight
1210,show me all the types of aircraft,NoFlight
2084,what types of ground transportation are available in denver,NoFlight
1013,what flights from st. paul to kansas city on friday with breakfast served,Flight
2132,find all flights from philadelphia to dallas stopping in atlanta,Flight
1222,tell me about ground transportation between orlando international and orlando,NoFlight
5444,show me flights from Detroit to San Diego on tuesday may third .,Flight
2074,describe ground transportation in dallas,NoFlight
1929,what is the cost of a business class ticket going from boston to dallas leaving july first,Flight
3029,i would like an early morning flight from chicago into seattle on continental airlines,Flight
4538,does any airline have an early afternoon flight from boston to pittsburgh,NoFlight
3346,give me the flights from los angeles to pittsburgh on tuesday,Flight
563,how can i go from minneapolis to long beach late tomorrow,Flight
1773,show me a list of all the airlines that offer business class service,NoFlight
3731,list the flights from toronto to salt lake city,Flight
1529,what flight do you have from dallas to denver on august twenty seventh in the morning,Flight
181,is there taxi service at the ontario airport,NoFlight
2595,show me the cheapest fare from dallas to baltimore,Flight
1540,i'd like to fly from atlanta to denver on august twenty ninth,Flight
3,what is the meaning of meal code s,NoFlight
4774,flights that go from oakland to philadelphia on friday,Flight
4134,phoenix to denver,Flight
5193,what is the latest flight you have departing dallas to philadelphia,Flight
2158,find me a flight from boston to san francisco with a layover in denver,Flight
4602,a listing of all flights from boston to baltimore before 10 am on thursday,Flight
3068,does american airlines fly from pittsburgh to atlanta,Flight
2494,show me the first flight that arrives in toronto from cincinnati,Flight
438,please show me flights which cost less than or equal to 466 dollars from new york to miami leaving on a tuesday,Flight
3174,does eastern have an early afternoon flight from boston to san francisco,Flight
5314,show me flights from new york to miami,Flight
2114,i'd like information on flights between philadelphia and san francisco with a stop in dallas,Flight
143,what city is the airport mco in,NoFlight
22,list california nevada arizona airports,NoFlight
4929,show me the flights to love field,Flight
787,what is the least expensive flight from pittsburgh to atlanta leaving on october fifth,Flight
1707,i'd like flights on american from philadelphia to dallas arriving before 1145 am,Flight
2821,yes i would like to find what flights are available from atlanta to boston on the morning of july seventh,Flight
1213,kindly give me the type of aircraft used to fly from atlanta to denver,NoFlight
3645,show me the flights going from pittsburgh to san francisco on monday,Flight
664,how many flights are there between san francisco and philadelphia on august eighteenth,Flight
3263,los angeles to minneapolis thursday afternoon,Flight
3670,what flights from orlando to tacoma on saturday,Flight
1978,what is the coach fare between boston and atlanta on delta,Flight
3576,show me the flights from atlanta to denver on friday,Flight
3198,list wednesday night flights from oakland to salt lake city,Flight
1747,show me the airlines with first class flights,NoFlight
223,where is general mitchell international located,NoFlight
1760,please list all airline flights between denver and boston,NoFlight
3871,i need a flight from boston to pittsburgh,Flight
3722,tell me about flights from toronto to salt lake city,Flight
2527,weekday flights from san francisco to denver,Flight
298,what are the flights and fares from boston to philadelphia,Flight
1730,which airlines serve denver,NoFlight
90,what is the earliest arriving flight between boston and washington dc,Flight
3328,what are the afternoon flights for denver to san francisco,Flight
2347,show me the flights from san francisco to newark that leave after 11 pm,Flight
1001,can you show me evening flights from nashville to houston that serve dinner,Flight
3032,give me the list of flights for continental airlines between boston and denver,Flight
101,what are the flights that leave detroit and arrive in chicago around 7 pm next wednesday,Flight
907,what is fare code h,NoFlight
2919,please show me all fares for flights from denver to oakland,Flight
5239,what is the cost for a one way trip from pittsburgh to atlanta,Flight
451,what is the seating capacity of the various airplanes that united airlines uses,NoFlight
5273,list the flight from philadelphia to san francisco on american airlines,Flight
4873,what is meal code sb,NoFlight
2389,what is the latest flight in the day from baltimore to atlanta,Flight
3888,flights from ontario to orlando,Flight
